PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224578564,20068578,99,2020-04-10T20:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
224578739,20068548,0,2020-04-10T19:30:00,"2nd Ave & E 376 Pkwy Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,,,0,0
224578879,20068592,14,2020-04-10T20:15:00,"3600 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,2,-79.9635867507642,40.4616420685611
224579534,20068597,10,2020-04-10T19:05:00,Lewisham Ln,Y,Outside City,OSC,HARRASSMENT,2709 Harassment (Non-Specific),5599,,,0,0
224579553,20068610,99,2020-04-10T21:05:00,"900 Block Mellon St Pittsburgh, PA 15206",Y,Highland Park,5,ACCIDENTAL FIRE,9018 Accidental Fire,1102,7,2,-79.924163237613,40.472357639692
224581020,20068603,3,2020-04-10T20:30:00,"2800 Block California Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,ROBBERY,3701 Robbery.,2715,1,1,-80.0355360195253,40.4687371924121
224581307,20068644,0,2020-04-10T22:37:00,"200 Block Wick St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,8106 Shots Fired,305,,,0,0
224272799,20063076,6,2020-04-01T17:43:00,"700 Block E Warington Ave Pittsburgh, PA 15210",N,Allentown,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1803,3,5,-79.9954887053187,40.4215189803883
224272809,20063087,11,2020-04-01T18:18:00,"60 Block Sylvania Ave Pittsburgh, PA 15210",N,Beltzhoover,3,IDENTITY THEFT,4120 Identity Theft,1809,3,5,-80.0075154515522,40.4167742623134
224300293,20063535,99,2020-04-02T11:41:00,"600 Block Chislett St Pittsburgh, PA 15206",N,East Liberty,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1113,9,2,-79.9299369063207,40.4699972988803
224314839,20063774,17,2020-04-01T22:00:00,Zone 1,N,,1,INDECENT ASSAULT WITHOUT CONSENT,3126(a)(1) Indecent assault without consent,,,,,
224315853,20063817,99,2020-04-02T19:31:00,"1200 Block Western Byp Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
223334186,20052129,24,2020-03-15T01:30:00,"100 Block 7th St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 9489 Found Property,201,6,6,-80.000996797488,40.4441447479242
223334467,20052148,26,2020-03-15T02:05:00,"500 Block William Penn Pl Pittsburgh, PA 15219",Y,Central Business District,2,CRIMINAL TRESPASS,3503 Criminal Trespass,201,,,0,0
224246825,20062901,0,2020-04-01T11:02:00,"5200 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.9431859528794,40.4059426245871
224263450,20062981,27,2020-04-01T12:00:00,"1100 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1402,8,3,-79.9296394462194,40.4475607296725
224266795,20062982,0,2020-04-01T12:30:00,"400 Block Taylor St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.9520125454327,40.4614125314475
224267998,20062983,6,2020-04-01T14:00:00,"600 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709(a) Harassment.,1918,4,5,-80.0233727343996,40.3938177496
224269606,20062997,99,2020-03-31T11:30:00,"600 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Knoxville,3,DOG BITE,9492 Dog Bite,3001,3,5,-79.9975309358426,40.4173678359233
-3314015453,20063628,10,2020-04-02T14:34:00,"200 Block Helen Way Pittsburgh, PA 15210",Y,Allentown,3,HARRASSMENT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709 Harassment (Non-Specific),1803,,,0,0
224308080,20063632,6,2020-03-31T15:00:00,"2900 Block Stayton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0274849065856,40.4713604734435
224316652,20063818,27,2020-04-02T19:15:00,"200 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2615,1,1,-80.0137086801786,40.4750768454414
224331234,20064149,99,2020-04-01T12:30:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DRUG INVESTIGATION,9124 Drug Investigation,2507,6,1,-80.0165685056208,40.4568744092444
224339894,20064275,10,2020-04-03T14:41:00,"Walnut St & S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",703,8,2,-79.9309825175894,40.4520697230503
224349480,20064383,6,2020-04-03T17:49:00,"1000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.9885400463659,40.4287030733853
224350243,20064360,18,2020-04-03T17:21:00,"3700 Block S Water St Pittsburgh, PA 15203",N,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1609,3,3,-79.9555030231994,40.418689985642
224350487,20064379,6,2020-04-03T16:30:00,"200 Block S Aiken St Pittsburgh, PA 15206",N,Bloomfield,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,806,7,2,-79.9376087390645,40.4633274721189
224351956,20064384,4,2020-04-03T17:53:00,"2000 Block Blvd Of The Allies Pittsburgh, PA 15219",Y,Bluff,2,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats.,103,6,3,-79.9777648175665,40.436262162498
224353632,20064456,6,2020-04-03T19:10:00,"1100 Block Oglethorpe Ave Pittsburgh, PA 15201",N,Stanton Heights,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1018,7,2,-79.9387277799669,40.4850018760632
224355964,20064440,99,2020-04-03T19:15:00,"2400 Block Perrysville  Ave Pittsburgh, PA 15214",N,Perry South,1,ACCIDENTAL FIRE,9018 Accidental Fire,2614,,,0,0
223600932,20054252,99,2020-03-18T15:40:00,"1600 Block Duffield St Pittsburgh, PA 15206",Y,Morningside,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1014,7,2,-79.9304536463093,40.4828865763542
223606573,20054292,99,2020-03-18T17:20:00,"5700 Block Stanton Ave Pittsburgh, PA 15206",N,East Liberty,5,ACCIDENTAL FIRE,9018 Accidental Fire,1113,9,2,-79.9239542044496,40.47045344944
223608708,20054443,99,2020-03-18T22:11:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928013971768,40.4496546331193
223676045,20055106,5,2020-03-15T23:30:00,"Moredale St Pittsburgh, PA 15210",N,Brookline,6,BURGLARY,3502 Burglary.,3206,4,5,-80.0058511211187,40.396930861599
223679395,20055168,99,2020-03-20T00:40:00,"2600 Block S 18th St Pittsburgh, PA 15210",N,South Side Slopes,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1706,3,3,-79.9852869177147,40.4210724620971
223688161,20055234,99,2020-03-20T03:21:00,"600 Block Bigelow St Pittsburgh, PA 15207",N,Greenfield,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1517,5,3,-79.9359888201433,40.4193992280585
223709958,20055533,6,2020-03-20T14:00:00,"5400 Block Potter St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,709,8,2,-79.9364475755288,40.4542730910822
223713482,20055621,0,2020-03-20T17:30:00,"900 Block Maple Ct Pittsburgh, PA 15205",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident): ,2814,,,0,0
223714495,20055687,0,2020-03-18T12:00:00,"5500 Block Centre  Ave Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,7,2,-79.9364623699551,40.4565877817342
223718442,20055819,10,2020-03-21T00:11:00,"2300 Block Atmore St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2704,1,1,-80.0302934619649,40.4624825790753
224582338,20068671,11,2020-04-07T13:00:00,"1500 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1918,4,5,-80.0134468524166,40.3875648410309
224582937,20068529,4,2020-04-10T18:44:00,"Saw Mill Run Blvd & W Warrington Ave Pittsburgh, PA 15226",Y,Mount Washington,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2705 Recklessly Endangering Another Person. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 3361  Driving Vehicle at Safe Speed. / 3736 Reckless Driving / 4524 Windshield Obstructions and Wipers. / 3733 Fleeing or Attempting to Elude Police Officer,1915,4,5,-80.0113595839747,40.4150818826327
224584120,20068675,0,2020-04-11T00:29:00,"7600 Block Bennett Trfy Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.8903214783225,40.4548456612805
224584550,20068754,10,2020-04-11T04:00:00,"2400 Block Berg St Pittsburgh, PA 15203",N,South Side Slopes,3,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1608,3,3,-79.972385626224,40.4196171775813
-3262002479,20068685,10,2020-04-11T00:30:00,"3000 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,SIMPLE ASSAULT,2701 Simple Assault.,2018,,,0,0
224585631,20068781,6,2020-04-11T05:30:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2107,,,0,0
224589390,20068761,6,2020-04-11T04:47:00,"2300 Block Centre Ave Pittsburgh, PA 15219",Y,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance,501,6,3,-79.9739501417396,40.4452063255589
-3320006618,20067672,0,2020-04-09T10:30:00,"900 Block Highview St Pittsburgh, PA 15206",N,Morningside,5,99,9992 Governor's Order Violation,1014,7,2,-79.9290672223551,40.4746044218056
224592074,20068869,0,2020-04-10T17:30:00,"2500 Block Carey Way Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.9699855723447,40.4273896953244
224592352,20068908,27,2020-04-11T12:00:00,"800 Block Montooth St Pittsburgh, PA 15210",N,Beltzhoover,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1809,3,5,-80.0058534314107,40.4155639346937
224593787,20068977,0,2020-04-11T14:25:00,"2600 Block Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),1414,5,3,-79.9212333802922,40.4291627580858
224594455,20068944,0,2020-04-11T13:35:00,"3300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,,,0,0
224350806,20064301,0,2020-04-03T15:43:00,"2500 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,4,3,-79.9811511391941,40.3866924905732
224355956,20064509,6,2020-04-03T21:30:00,"Palen Way & Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,1,1,-80.0315665212314,40.4760986366795
-3396010961,20065429,0,2020-04-05T16:00:00,"1400 Block Ashtola Way Pittsburgh, PA 15204",Y,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2022,2,5,-80.0701314684442,40.454717595881
224393505,20065470,99,2020-04-05T17:08:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928013971768,40.4496546331193
224395514,20065594,10,2020-04-05T21:30:00,"N Negley Ave & Broad St Pittsburgh, PA 15206",N,Garfield,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1114,9,2,-79.93008080463,40.4645153168622
224426727,20066075,99,2020-04-06T17:49:00,"600 Block Clyde St Pittsburgh, PA 15213",N,Shadyside,4,MENTAL 201/302,9498 302 (Mental),709,8,2,-79.9466729717689,40.4488852493454
224427426,20066049,14,2020-04-06T17:06:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",201,6,6,-79.9967621340552,40.4411412816935
224430336,20066191,99,2020-04-06T21:26:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,509,6,3,-79.9694237641349,40.4520111564206
223336433,20052177,99,2020-03-15T02:50:00,"600 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9994765276478,40.4421288537324
-3389017846,20052242,0,2020-03-15T07:18:00,"1600 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1403,8,3,-79.923076260927,40.4397728912683
223359749,20052389,99,2020-03-15T13:30:00,"200 Block Bonvue St Pittsburgh, PA 15214",N,Perry North,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2602,1,1,-80.0156713718142,40.490015923487
224319642,20063822,29,2020-04-02T19:40:00,"5600 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1413,5,3,-79.927459764613,40.4310266690662
224319819,20063813,5,2020-04-02T21:05:00,"1700 Block Rialto St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2406,1,1,-79.9818031000926,40.4660117074132
-3298015936,20063381,0,2020-04-02T07:15:00,"300 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): Forced Entry for Welfare Check,405,3,3,-79.9559484465061,40.439525566306
224337003,20064201,0,2020-04-03T12:24:00,"3500 Block Diploma St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9998 Overdose Other,2708,1,1,-80.029939709392,40.4796587903144
224338455,20064258,0,2020-04-03T14:20:00,"7800 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.8874584891841,40.4521989839011
224341160,20064294,14,2020-03-28T13:30:00,"4700 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,902,7,2,-79.9578476896417,40.4741296824398
224346084,20064278,10,2020-04-03T14:53:00,"Steuben St & Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,HARRASSMENT,2709 Harassment (Non-Specific),2020,2,5,-80.0424131426862,40.4427827852725
224346913,20064321,10,2020-04-03T00:01:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-79.9986796721415,40.4522188227154
224347772,20064336,99,2020-04-03T16:45:00,"900 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,LOST PROPERTY,9504 Lost Property,1201,9,2,-79.8923529450752,40.4861185015656
-3218023343,20063841,6,2020-04-03T14:30:00,"70 Block Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1807,2,5,-80.005272247834,40.4244499394017
224348564,20064368,6,2020-04-03T16:40:00,"500 Block 3rd Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-79.9980249254971,40.4375102044079
224349545,20064324,0,2020-04-03T16:40:00,"2100 Block Los Angeles Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1920,4,5,-80.0289608187392,40.4051392898661
224349658,20064386,10,2020-04-03T17:10:00,"N Atlantic Ave & Hillcrest St Pittsburgh, PA 15224",N,Garfield,5,HARRASSMENT,2709 Harassment (Non-Specific),1016,9,2,-79.938196812486,40.4682003482666
224350449,20064414,27,2020-04-03T18:10:00,"2500 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,3,3,-79.9720659259588,40.4228263916134
223337098,20052182,4,2020-03-15T03:32:00,"2800 Block Brownsville Rd Pittsburgh, PA 15227",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,2904,4,3,-79.9775325525589,40.3834499866783
223345025,20052250,27,2020-03-15T08:00:00,"500 Block Chateau St Ramp Pittsburgh, PA 15212",N,Greenfield,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1516,,,0,0
224366825,20064706,6,2020-04-04T10:00:00,"800 Block Freeland St Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1803,3,5,-79.9936418040012,40.4191509024555
224367264,20064716,14,2020-04-04T03:05:00,"5200 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 9130 Graffiti Investigation",1011,7,2,-79.9542278574022,40.4804110459389
224368326,20064767,6,2020-04-04T11:15:00,"800 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1201,,,-79.8975765737857,40.4878700630933
224369621,20064764,14,2020-04-04T10:00:00,"5400 Block Black St Pittsburgh, PA 15206",N,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1114,9,2,-79.9327961115136,40.4704359513086
224370711,20064807,6,2020-04-04T12:45:00,"100 Block Newett St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2901,4,3,-79.9892290117907,40.397010995714
224370929,20064795,6,2020-04-04T03:43:00,"100 Block Newett St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2901,4,3,-79.9892290117907,40.397010995714
224371093,20064822,14,2020-04-04T13:00:00,"1200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1702,3,3,-79.9862287481189,40.4275423879326
224392237,20065398,10,2020-04-05T14:30:00,"3100 Block Ewart Dr Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(31) Marijuana: Possession Small Amount,506,6,3,-79.9615599767835,40.4487731056405
224392628,20065400,11,2020-03-21T00:01:00,"5500 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,THEFT BY DECEPTION,3922 Theft by Deception.,1402,8,2,-79.9325265878589,40.4489442360653
224392839,20065420,14,2020-04-05T15:00:00,"800 Block Crucible St Pittsburgh, PA 15220",N,Elliott,6,CRIM MISCHIEF,3304 Criminal Mischief.,2020,2,5,-80.0398303428833,40.44195966402
223723596,20056005,14,2020-03-21T09:30:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,CRIM MISCHIEF,3304 Criminal Mischief.,2020,2,5,-80.0392498746165,40.445118013911
-3375021525,20055960,0,2020-03-21T07:00:00,"3300 Block Christy St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0559610165317,40.4599886602979
223724357,20056031,6,2020-03-19T09:00:00,"5900 Block S Highland Ave Pittsburgh, PA 15206",N,Shadyside,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",708,,,0,0
223725783,20056107,0,2020-03-21T13:00:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9875088066487,40.3960603966568
223742803,20056326,10,2020-03-21T21:17:00,"1900 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1920,4,5,-80.0272340218508,40.4072190330922
223754889,20056603,14,2020-03-22T10:45:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief.,2620,1,1,-79.992041845149,40.4653596489546
223756029,20056661,5,2020-03-22T12:42:00,"900 Block Chestnut St Pittsburgh, PA 15212",N,East Allegheny,1,BURGLARY,3502 Burglary.,2304,1,1,-79.994806671756,40.4563673468987
-3339001264,20056642,99,2020-03-22T11:56:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),305,,,0,0
223761496,20056775,14,2020-03-22T17:13:00,"Lucina Ave & Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9919954436409,40.3858679056016
